"10826: Population, by region, age, contents and year"

"region";"age";"Persons 2022"
"120199 Unknown urban district Bergen (-2019)";"21 years";0
"120199 Unknown urban district Bergen (-2019)";"22 years";0
"120199 Unknown urban district Bergen (-2019)";"23 years";0
"120199 Unknown urban district Bergen (-2019)";"24 years";0
"120199 Unknown urban district Bergen (-2019)";"25 years";0
"120199 Unknown urban district Bergen (-2019)";"26 years";0
"120199 Unknown urban district Bergen (-2019)";"27 years";0
"120199 Unknown urban district Bergen (-2019)";"28 years";0
"120199 Unknown urban district Bergen (-2019)";"29 years";0
"120199 Unknown urban district Bergen (-2019)";"30 years";0
"120199 Unknown urban district Bergen (-2019)";"31 years";0
"120199 Unknown urban district Bergen (-2019)";"32 years";0
"120199 Unknown urban district Bergen (-2019)";"33 years";0
"120199 Unknown urban district Bergen (-2019)";"34 years";0
"120199 Unknown urban district Bergen (-2019)";"35 years";0
"120199 Unknown urban district Bergen (-2019)";"36 years";0
"120199 Unknown urban district Bergen (-2019)";"37 years";0
"120199 Unknown urban district Bergen (-2019)";"38 years";0
"120199 Unknown urban district Bergen (-2019)";"39 years";0
"120199 Unknown urban district Bergen (-2019)";"40 years";0
"120199 Unknown urban district Bergen (-2019)";"41 years";0
"120199 Unknown urban district Bergen (-2019)";"42 years";0
"120199 Unknown urban district Bergen (-2019)";"43 years";0
"120199 Unknown urban district Bergen (-2019)";"44 years";0
"120199 Unknown urban district Bergen (-2019)";"45 years";0
"120199 Unknown urban district Bergen (-2019)";"46 years";0
"120199 Unknown urban district Bergen (-2019)";"47 years";0
"120199 Unknown urban district Bergen (-2019)";"48 years";0
"120199 Unknown urban district Bergen (-2019)";"49 years";0
"120199 Unknown urban district Bergen (-2019)";"50 years";0
"120199 Unknown urban district Bergen (-2019)";"51 years";0
"120199 Unknown urban district Bergen (-2019)";"52 years";0
"120199 Unknown urban district Bergen (-2019)";"53 years";0
"120199 Unknown urban district Bergen (-2019)";"54 years";0
"120199 Unknown urban district Bergen (-2019)";"55 years";0
"120199 Unknown urban district Bergen (-2019)";"56 years";0
"120199 Unknown urban district Bergen (-2019)";"57 years";0
"120199 Unknown urban district Bergen (-2019)";"58 years";0
"120199 Unknown urban district Bergen (-2019)";"59 years";0
"120199 Unknown urban district Bergen (-2019)";"60 years";0
"120199 Unknown urban district Bergen (-2019)";"61 years";0
"120199 Unknown urban district Bergen (-2019)";"62 years";0
"120199 Unknown urban district Bergen (-2019)";"63 years";0
"120199 Unknown urban district Bergen (-2019)";"64 years";0
"120199 Unknown urban district Bergen (-2019)";"65 years";0
"120199 Unknown urban district Bergen (-2019)";"66 years";0
"120199 Unknown urban district Bergen (-2019)";"67 years";0
"120199 Unknown urban district Bergen (-2019)";"68 years";0
"120199 Unknown urban district Bergen (-2019)";"69 years";0
"120199 Unknown urban district Bergen (-2019)";"70 years";0
"120199 Unknown urban district Bergen (-2019)";"71 years";0
"120199 Unknown urban district Bergen (-2019)";"72 years";0
"120199 Unknown urban district Bergen (-2019)";"73 years";0
"120199 Unknown urban district Bergen (-2019)";"74 years";0
"120199 Unknown urban district Bergen (-2019)";"75 years";0
"120199 Unknown urban district Bergen (-2019)";"76 years";0
"120199 Unknown urban district Bergen (-2019)";"77 years";0
"120199 Unknown urban district Bergen (-2019)";"78 years";0
"120199 Unknown urban district Bergen (-2019)";"79 years";0
"120199 Unknown urban district Bergen (-2019)";"80 years";0
"120199 Unknown urban district Bergen (-2019)";"81 years";0
"120199 Unknown urban district Bergen (-2019)";"82 years";0
"120199 Unknown urban district Bergen (-2019)";"83 years";0
"120199 Unknown urban district Bergen (-2019)";"84 years";0
"120199 Unknown urban district Bergen (-2019)";"85 years";0
"120199 Unknown urban district Bergen (-2019)";"86 years";0
"120199 Unknown urban district Bergen (-2019)";"87 years";0
"120199 Unknown urban district Bergen (-2019)";"88 years";0
"120199 Unknown urban district Bergen (-2019)";"89 years";0
"120199 Unknown urban district Bergen (-2019)";"90 years";0
"120199 Unknown urban district Bergen (-2019)";"91 years";0
"120199 Unknown urban district Bergen (-2019)";"92 years";0
"120199 Unknown urban district Bergen (-2019)";"93 years";0
"120199 Unknown urban district Bergen (-2019)";"94 years";0
"120199 Unknown urban district Bergen (-2019)";"95 years";0
"120199 Unknown urban district Bergen (-2019)";"96 years";0
"120199 Unknown urban district Bergen (-2019)";"97 years";0
"120199 Unknown urban district Bergen (-2019)";"98 years";0
"120199 Unknown urban district Bergen (-2019)";"99 years";0
"120199 Unknown urban district Bergen (-2019)";"100 years";0
"120199 Unknown urban district Bergen (-2019)";"101 years";0
"120199 Unknown urban district Bergen (-2019)";"102 years";0
"120199 Unknown urban district Bergen (-2019)";"103 years";0
"120199 Unknown urban district Bergen (-2019)";"104 years";0
"120199 Unknown urban district Bergen (-2019)";"105 years or older";0
"500100 Trondheim total";"0 years";2338
"500100 Trondheim total";"1 year";2059
"500100 Trondheim total";"2 years";2166
"500100 Trondheim total";"3 years";2089
"500100 Trondheim total";"4 years";2192
"500100 Trondheim total";"5 years";2272
"500100 Trondheim total";"6 years";2263
"500100 Trondheim total";"7 years";2257
"500100 Trondheim total";"8 years";2265
"500100 Trondheim total";"9 years";2268
"500100 Trondheim total";"10 years";2300
"500100 Trondheim total";"11 years";2413
"500100 Trondheim total";"12 years";2400
"500100 Trondheim total";"13 years";2346
"500100 Trondheim total";"14 years";2263
"500100 Trondheim total";"15 years";2259
"500100 Trondheim total";"16 years";2243
"500100 Trondheim total";"17 years";2292
"500100 Trondheim total";"18 years";2187
"500100 Trondheim total";"19 years";2441
"500100 Trondheim total";"20 years";2977
"500100 Trondheim total";"21 years";3542
"500100 Trondheim total";"22 years";3744
"500100 Trondheim total";"23 years";4208
"500100 Trondheim total";"24 years";4292
"500100 Trondheim total";"25 years";4262
"500100 Trondheim total";"26 years";4173
"500100 Trondheim total";"27 years";3852
"500100 Trondheim total";"28 years";3774
"500100 Trondheim total";"29 years";3894
"500100 Trondheim total";"30 years";3800
"500100 Trondheim total";"31 years";3686
"500100 Trondheim total";"32 years";3540
"500100 Trondheim total";"33 years";3440
"500100 Trondheim total";"34 years";3186
"500100 Trondheim total";"35 years";3122
"500100 Trondheim total";"36 years";3073
"500100 Trondheim total";"37 years";2909
"500100 Trondheim total";"38 years";2835
"500100 Trondheim total";"39 years";2891
"500100 Trondheim total";"40 years";2821
"500100 Trondheim total";"41 years";2772
"500100 Trondheim total";"42 years";2671
"500100 Trondheim total";"43 years";2670
"500100 Trondheim total";"44 years";2514
"500100 Trondheim total";"45 years";2594
"500100 Trondheim total";"46 years";2599
"500100 Trondheim total";"47 years";2684
"500100 Trondheim total";"48 years";2768
"500100 Trondheim total";"49 years";2651
"500100 Trondheim total";"50 years";2648
"500100 Trondheim total";"51 years";2644
"500100 Trondheim total";"52 years";2652
"500100 Trondheim total";"53 years";2734
"500100 Trondheim total";"54 years";2458
"500100 Trondheim total";"55 years";2531
"500100 Trondheim total";"56 years";2516
"500100 Trondheim total";"57 years";2365
"500100 Trondheim total";"58 years";2313
"500100 Trondheim total";"59 years";2188
"500100 Trondheim total";"60 years";2101
"500100 Trondheim total";"61 years";2047
"500100 Trondheim total";"62 years";2076
"500100 Trondheim total";"63 years";2099
"500100 Trondheim total";"64 years";2060
"500100 Trondheim total";"65 years";2015
"500100 Trondheim total";"66 years";1936
"500100 Trondheim total";"67 years";1860
"500100 Trondheim total";"68 years";1844
"500100 Trondheim total";"69 years";1817
"500100 Trondheim total";"70 years";1730
"500100 Trondheim total";"71 years";1622
"500100 Trondheim total";"72 years";1602
"500100 Trondheim total";"73 years";1676
"500100 Trondheim total";"74 years";1626
"500100 Trondheim total";"75 years";1637
"500100 Trondheim total";"76 years";1453
"500100 Trondheim total";"77 years";1355
"500100 Trondheim total";"78 years";1224
"500100 Trondheim total";"79 years";1075
"500100 Trondheim total";"80 years";972
"500100 Trondheim total";"81 years";792
"500100 Trondheim total";"82 years";779
"500100 Trondheim total";"83 years";651
"500100 Trondheim total";"84 years";564
"500100 Trondheim total";"85 years";537
"500100 Trondheim total";"86 years";477
"500100 Trondheim total";"87 years";442
"500100 Trondheim total";"88 years";372
"500100 Trondheim total";"89 years";372
"500100 Trondheim total";"90 years";288
"500100 Trondheim total";"91 years";227
"500100 Trondheim total";"92 years";209
"500100 Trondheim total";"93 years";186
"500100 Trondheim total";"94 years";121
"500100 Trondheim total";"95 years";123
"500100 Trondheim total";"96 years";59
"500100 Trondheim total";"97 years";66
"500100 Trondheim total";"98 years";43
"500100 Trondheim total";"99 years";23
"500100 Trondheim total";"100 years";16
"500100 Trondheim total";"101 years";9
"500100 Trondheim total";"102 years";1
"500100 Trondheim total";"103 years";3
"500100 Trondheim total";"104 years";0
"500100 Trondheim total";"105 years or older";3
"500101 Midtbyen";"0 years";541
"500101 Midtbyen";"1 year";531
"500101 Midtbyen";"2 years";466
"500101 Midtbyen";"3 years";480
"500101 Midtbyen";"4 years";502
"500101 Midtbyen";"5 years";527
"500101 Midtbyen";"6 years";574
"500101 Midtbyen";"7 years";523
"500101 Midtbyen";"8 years";541
"500101 Midtbyen";"9 years";522
"500101 Midtbyen";"10 years";535
"500101 Midtbyen";"11 years";589
"500101 Midtbyen";"12 years";583
"500101 Midtbyen";"13 years";528
"500101 Midtbyen";"14 years";551
"500101 Midtbyen";"15 years";512
"500101 Midtbyen";"16 years";519
"500101 Midtbyen";"17 years";526
"500101 Midtbyen";"18 years";554
"500101 Midtbyen";"19 years";627
"500101 Midtbyen";"20 years";793
"500101 Midtbyen";"21 years";1005
"500101 Midtbyen";"22 years";1087
"500101 Midtbyen";"23 years";1226
"500101 Midtbyen";"24 years";1302
"500101 Midtbyen";"25 years";1244
"500101 Midtbyen";"26 years";1113
"500101 Midtbyen";"27 years";1013
"500101 Midtbyen";"28 years";952
"500101 Midtbyen";"29 years";934
"500101 Midtbyen";"30 years";907
"500101 Midtbyen";"31 years";889
"500101 Midtbyen";"32 years";874
"500101 Midtbyen";"33 years";879
"500101 Midtbyen";"34 years";756
"500101 Midtbyen";"35 years";779
"500101 Midtbyen";"36 years";762
"500101 Midtbyen";"37 years";704
"500101 Midtbyen";"38 years";663
"500101 Midtbyen";"39 years";715
"500101 Midtbyen";"40 years";682
"500101 Midtbyen";"41 years";681
"500101 Midtbyen";"42 years";648
"500101 Midtbyen";"43 years";640
"500101 Midtbyen";"44 years";625
"500101 Midtbyen";"45 years";610
"500101 Midtbyen";"46 years";644
"500101 Midtbyen";"47 years";676
"500101 Midtbyen";"48 years";678
"500101 Midtbyen";"49 years";647
"500101 Midtbyen";"50 years";660
"500101 Midtbyen";"51 years";661
"500101 Midtbyen";"52 years";660
"500101 Midtbyen";"53 years";691
"500101 Midtbyen";"54 years";601
"500101 Midtbyen";"55 years";601
"500101 Midtbyen";"56 years";577
"500101 Midtbyen";"57 years";549
"500101 Midtbyen";"58 years";555
"500101 Midtbyen";"59 years";528
"500101 Midtbyen";"60 years";504
"500101 Midtbyen";"61 years";494
"500101 Midtbyen";"62 years";492
"500101 Midtbyen";"63 years";519
"500101 Midtbyen";"64 years";461
"500101 Midtbyen";"65 years";532
"500101 Midtbyen";"66 years";497
"500101 Midtbyen";"67 years";452
"500101 Midtbyen";"68 years";470
"500101 Midtbyen";"69 years";450
"500101 Midtbyen";"70 years";450
"500101 Midtbyen";"71 years";403
"500101 Midtbyen";"72 years";382
"500101 Midtbyen";"73 years";387
"500101 Midtbyen";"74 years";398
"500101 Midtbyen";"75 years";404
"500101 Midtbyen";"76 years";333
"500101 Midtbyen";"77 years";329
"500101 Midtbyen";"78 years";275
"500101 Midtbyen";"79 years";272
"500101 Midtbyen";"80 years";236
"500101 Midtbyen";"81 years";200
"500101 Midtbyen";"82 years";196
"500101 Midtbyen";"83 years";150
"500101 Midtbyen";"84 years";156
"500101 Midtbyen";"85 years";127
"500101 Midtbyen";"86 years";137
"500101 Midtbyen";"87 years";118
"500101 Midtbyen";"88 years";94
"500101 Midtbyen";"89 years";93
"500101 Midtbyen";"90 years";68
"500101 Midtbyen";"91 years";61
"500101 Midtbyen";"92 years";55
"500101 Midtbyen";"93 years";41
"500101 Midtbyen";"94 years";24
"500101 Midtbyen";"95 years";31
"500101 Midtbyen";"96 years";17
"500101 Midtbyen";"97 years";16
"500101 Midtbyen";"98 years";17
"500101 Midtbyen";"99 years";5
"500101 Midtbyen";"100 years";4
"500101 Midtbyen";"101 years";4
"500101 Midtbyen";"102 years";1
"500101 Midtbyen";"103 years";1
"500101 Midtbyen";"104 years";0
"500101 Midtbyen";"105 years or older";0
"500102 Østbyen";"0 years";689
"500102 Østbyen";"1 year";548
"500102 Østbyen";"2 years";556
"500102 Østbyen";"3 years";605
"500102 Østbyen";"4 years";546
"500102 Østbyen";"5 years";604
"500102 Østbyen";"6 years";568
"500102 Østbyen";"7 years";567
"500102 Østbyen";"8 years";578
"500102 Østbyen";"9 years";558
"500102 Østbyen";"10 years";571
"500102 Østbyen";"11 years";610
"500102 Østbyen";"12 years";605
"500102 Østbyen";"13 years";598
"500102 Østbyen";"14 years";568
"500102 Østbyen";"15 years";596
"500102 Østbyen";"16 years";559
"500102 Østbyen";"17 years";616
"500102 Østbyen";"18 years";572
"500102 Østbyen";"19 years";606
"500102 Østbyen";"20 years";781
"500102 Østbyen";"21 years";1075
"500102 Østbyen";"22 years";1165
"500102 Østbyen";"23 years";1294
"500102 Østbyen";"24 years";1308
"500102 Østbyen";"25 years";1351
"500102 Østbyen";"26 years";1365
"500102 Østbyen";"27 years";1184
"500102 Østbyen";"28 years";1255
"500102 Østbyen";"29 years";1289
"500102 Østbyen";"30 years";1213
"500102 Østbyen";"31 years";1185
"500102 Østbyen";"32 years";1091
"500102 Østbyen";"33 years";956
"500102 Østbyen";"34 years";941
"500102 Østbyen";"35 years";888
"500102 Østbyen";"36 years";835
"500102 Østbyen";"37 years";823
"500102 Østbyen";"38 years";771
"500102 Østbyen";"39 years";773
"500102 Østbyen";"40 years";807
"500102 Østbyen";"41 years";799
"500102 Østbyen";"42 years";769
"500102 Østbyen";"43 years";745
"500102 Østbyen";"44 years";748
"500102 Østbyen";"45 years";746
"500102 Østbyen";"46 years";721
"500102 Østbyen";"47 years";744
"500102 Østbyen";"48 years";789
"500102 Østbyen";"49 years";746
"500102 Østbyen";"50 years";768
"500102 Østbyen";"51 years";770
"500102 Østbyen";"52 years";735
"500102 Østbyen";"53 years";725
"500102 Østbyen";"54 years";677
"500102 Østbyen";"55 years";690
"500102 Østbyen";"56 years";734
"500102 Østbyen";"57 years";657
"500102 Østbyen";"58 years";657
"500102 Østbyen";"59 years";581
"500102 Østbyen";"60 years";551
"500102 Østbyen";"61 years";572
"500102 Østbyen";"62 years";548
"500102 Østbyen";"63 years";579
"500102 Østbyen";"64 years";587
"500102 Østbyen";"65 years";542
"500102 Østbyen";"66 years";509
"500102 Østbyen";"67 years";498
"500102 Østbyen";"68 years";472
"500102 Østbyen";"69 years";503
"500102 Østbyen";"70 years";441
"500102 Østbyen";"71 years";486
"500102 Østbyen";"72 years";436
"500102 Østbyen";"73 years";463
"500102 Østbyen";"74 years";410
"500102 Østbyen";"75 years";407
"500102 Østbyen";"76 years";386
"500102 Østbyen";"77 years";350
"500102 Østbyen";"78 years";317
"500102 Østbyen";"79 years";261
"500102 Østbyen";"80 years";248
"500102 Østbyen";"81 years";193
"500102 Østbyen";"82 years";200
"500102 Østbyen";"83 years";178
"500102 Østbyen";"84 years";132
"500102 Østbyen";"85 years";119
"500102 Østbyen";"86 years";130
"500102 Østbyen";"87 years";112
"500102 Østbyen";"88 years";91
"500102 Østbyen";"89 years";101
"500102 Østbyen";"90 years";71
"500102 Østbyen";"91 years";52
"500102 Østbyen";"92 years";63
"500102 Østbyen";"93 years";59
"500102 Østbyen";"94 years";43
"500102 Østbyen";"95 years";36
"500102 Østbyen";"96 years";16
"500102 Østbyen";"97 years";16
"500102 Østbyen";"98 years";11
"500102 Østbyen";"99 years";7
"500102 Østbyen";"100 years";5
"500102 Østbyen";"101 years";0
"500102 Østbyen";"102 years";0
"500102 Østbyen";"103 years";0
"500102 Østbyen";"104 years";0
"500102 Østbyen";"105 years or older";1
"500103 Lerkendal";"0 years";623
"500103 Lerkendal";"1 year";559
"500103 Lerkendal";"2 years";631
"500103 Lerkendal";"3 years";529
"500103 Lerkendal";"4 years";571
"500103 Lerkendal";"5 years";616
"500103 Lerkendal";"6 years";592
"500103 Lerkendal";"7 years";624
"500103 Lerkendal";"8 years";568
"500103 Lerkendal";"9 years";632
"500103 Lerkendal";"10 years";651
"500103 Lerkendal";"11 years";617
"500103 Lerkendal";"12 years";643
"500103 Lerkendal";"13 years";617
"500103 Lerkendal";"14 years";581
"500103 Lerkendal";"15 years";584
"500103 Lerkendal";"16 years";595
"500103 Lerkendal";"17 years";583
"500103 Lerkendal";"18 years";520
"500103 Lerkendal";"19 years";667
"500103 Lerkendal";"20 years";898
"500103 Lerkendal";"21 years";954
"500103 Lerkendal";"22 years";1008
"500103 Lerkendal";"23 years";1207
"500103 Lerkendal";"24 years";1189
"500103 Lerkendal";"25 years";1120
"500103 Lerkendal";"26 years";1138
"500103 Lerkendal";"27 years";1066
"500103 Lerkendal";"28 years";958
"500103 Lerkendal";"29 years";1022
"500103 Lerkendal";"30 years";1006
"500103 Lerkendal";"31 years";936
"500103 Lerkendal";"32 years";905
"500103 Lerkendal";"33 years";925
"500103 Lerkendal";"34 years";841
"500103 Lerkendal";"35 years";832
"500103 Lerkendal";"36 years";808
"500103 Lerkendal";"37 years";727
"500103 Lerkendal";"38 years";760
"500103 Lerkendal";"39 years";770
"500103 Lerkendal";"40 years";754
"500103 Lerkendal";"41 years";703
"500103 Lerkendal";"42 years";635
"500103 Lerkendal";"43 years";668
"500103 Lerkendal";"44 years";606
"500103 Lerkendal";"45 years";649
"500103 Lerkendal";"46 years";654
"500103 Lerkendal";"47 years";646
"500103 Lerkendal";"48 years";725
"500103 Lerkendal";"49 years";640
"500103 Lerkendal";"50 years";644
"500103 Lerkendal";"51 years";648
"500103 Lerkendal";"52 years";653
"500103 Lerkendal";"53 years";725
"500103 Lerkendal";"54 years";613
"500103 Lerkendal";"55 years";653
"500103 Lerkendal";"56 years";632
"500103 Lerkendal";"57 years";608
"500103 Lerkendal";"58 years";573
"500103 Lerkendal";"59 years";564
"500103 Lerkendal";"60 years";527
"500103 Lerkendal";"61 years";500
"500103 Lerkendal";"62 years";534
"500103 Lerkendal";"63 years";529
"500103 Lerkendal";"64 years";541
"500103 Lerkendal";"65 years";504
"500103 Lerkendal";"66 years";465
"500103 Lerkendal";"67 years";453
"500103 Lerkendal";"68 years";465
"500103 Lerkendal";"69 years";455
"500103 Lerkendal";"70 years";445
"500103 Lerkendal";"71 years";395
"500103 Lerkendal";"72 years";430
"500103 Lerkendal";"73 years";470
"500103 Lerkendal";"74 years";450
"500103 Lerkendal";"75 years";486
"500103 Lerkendal";"76 years";396
"500103 Lerkendal";"77 years";411
"500103 Lerkendal";"78 years";377
"500103 Lerkendal";"79 years";308
"500103 Lerkendal";"80 years";314
"500103 Lerkendal";"81 years";229
"500103 Lerkendal";"82 years";227
"500103 Lerkendal";"83 years";172
"500103 Lerkendal";"84 years";163
"500103 Lerkendal";"85 years";173
"500103 Lerkendal";"86 years";133
"500103 Lerkendal";"87 years";144
"500103 Lerkendal";"88 years";129
"500103 Lerkendal";"89 years";111
"500103 Lerkendal";"90 years";94
"500103 Lerkendal";"91 years";74
"500103 Lerkendal";"92 years";63
"500103 Lerkendal";"93 years";49
"500103 Lerkendal";"94 years";38
"500103 Lerkendal";"95 years";33
"500103 Lerkendal";"96 years";16
"500103 Lerkendal";"97 years";26
"500103 Lerkendal";"98 years";10
"500103 Lerkendal";"99 years";6
"500103 Lerkendal";"100 years";4
"500103 Lerkendal";"101 years";2
"500103 Lerkendal";"102 years";0
"500103 Lerkendal";"103 years";0
"500103 Lerkendal";"104 years";0
"500103 Lerkendal";"105 years or older";1
"500104 Heimdal";"0 years";485
"500104 Heimdal";"1 year";421
"500104 Heimdal";"2 years";512
"500104 Heimdal";"3 years";475
"500104 Heimdal";"4 years";567
"500104 Heimdal";"5 years";523
"500104 Heimdal";"6 years";528
"500104 Heimdal";"7 years";542
"500104 Heimdal";"8 years";575
"500104 Heimdal";"9 years";553
"500104 Heimdal";"10 years";542
"500104 Heimdal";"11 years";596
"500104 Heimdal";"12 years";568
"500104 Heimdal";"13 years";601
"500104 Heimdal";"14 years";562
"500104 Heimdal";"15 years";565
"500104 Heimdal";"16 years";570
"500104 Heimdal";"17 years";564
"500104 Heimdal";"18 years";540
"500104 Heimdal";"19 years";541
"500104 Heimdal";"20 years";503
"500104 Heimdal";"21 years";506
"500104 Heimdal";"22 years";482
"500104 Heimdal";"23 years";478
"500104 Heimdal";"24 years";490
"500104 Heimdal";"25 years";546
"500104 Heimdal";"26 years";552
"500104 Heimdal";"27 years";581
"500104 Heimdal";"28 years";601
"500104 Heimdal";"29 years";646
"500104 Heimdal";"30 years";665
"500104 Heimdal";"31 years";671
"500104 Heimdal";"32 years";661
"500104 Heimdal";"33 years";674
"500104 Heimdal";"34 years";641
"500104 Heimdal";"35 years";616
"500104 Heimdal";"36 years";660
"500104 Heimdal";"37 years";649
"500104 Heimdal";"38 years";632
"500104 Heimdal";"39 years";626
"500104 Heimdal";"40 years";572
"500104 Heimdal";"41 years";587
"500104 Heimdal";"42 years";612
"500104 Heimdal";"43 years";615
"500104 Heimdal";"44 years";528
"500104 Heimdal";"45 years";584
"500104 Heimdal";"46 years";576
"500104 Heimdal";"47 years";608
"500104 Heimdal";"48 years";573
"500104 Heimdal";"49 years";611
"500104 Heimdal";"50 years";567
"500104 Heimdal";"51 years";560
"500104 Heimdal";"52 years";600
"500104 Heimdal";"53 years";587
"500104 Heimdal";"54 years";559
"500104 Heimdal";"55 years";581
"500104 Heimdal";"56 years";569
"500104 Heimdal";"57 years";547
"500104 Heimdal";"58 years";519
"500104 Heimdal";"59 years";512
"500104 Heimdal";"60 years";517
"500104 Heimdal";"61 years";480
"500104 Heimdal";"62 years";498
"500104 Heimdal";"63 years";468
"500104 Heimdal";"64 years";470
"500104 Heimdal";"65 years";432
"500104 Heimdal";"66 years";463
"500104 Heimdal";"67 years";456
"500104 Heimdal";"68 years";433
"500104 Heimdal";"69 years";407
"500104 Heimdal";"70 years";393
"500104 Heimdal";"71 years";337
"500104 Heimdal";"72 years";353
"500104 Heimdal";"73 years";354
"500104 Heimdal";"74 years";367
"500104 Heimdal";"75 years";340
"500104 Heimdal";"76 years";337
"500104 Heimdal";"77 years";265
"500104 Heimdal";"78 years";255
"500104 Heimdal";"79 years";234
"500104 Heimdal";"80 years";173
"500104 Heimdal";"81 years";170
"500104 Heimdal";"82 years";156
"500104 Heimdal";"83 years";151
"500104 Heimdal";"84 years";113
"500104 Heimdal";"85 years";117
"500104 Heimdal";"86 years";76
"500104 Heimdal";"87 years";68
"500104 Heimdal";"88 years";58
"500104 Heimdal";"89 years";67
"500104 Heimdal";"90 years";55
"500104 Heimdal";"91 years";40
"500104 Heimdal";"92 years";27
"500104 Heimdal";"93 years";37
"500104 Heimdal";"94 years";16
"500104 Heimdal";"95 years";23
"500104 Heimdal";"96 years";10
"500104 Heimdal";"97 years";8
"500104 Heimdal";"98 years";5
"500104 Heimdal";"99 years";5
"500104 Heimdal";"100 years";3
"500104 Heimdal";"101 years";3
"500104 Heimdal";"102 years";0
"500104 Heimdal";"103 years";2
"500104 Heimdal";"104 years";0
"500104 Heimdal";"105 years or older";1
"500199 Unknown urban district Trondheim";"0 years";0
"500199 Unknown urban district Trondheim";"1 year";0
"500199 Unknown urban district Trondheim";"2 years";1
"500199 Unknown urban district Trondheim";"3 years";0
"500199 Unknown urban district Trondheim";"4 years";6
"500199 Unknown urban district Trondheim";"5 years";2
"500199 Unknown urban district Trondheim";"6 years";1
"500199 Unknown urban district Trondheim";"7 years";1
"500199 Unknown urban district Trondheim";"8 years";3
"500199 Unknown urban district Trondheim";"9 years";3
"500199 Unknown urban district Trondheim";"10 years";1
"500199 Unknown urban district Trondheim";"11 years";1
"500199 Unknown urban district Trondheim";"12 years";1
"500199 Unknown urban district Trondheim";"13 years";2
"500199 Unknown urban district Trondheim";"14 years";1
"500199 Unknown urban district Trondheim";"15 years";2
"500199 Unknown urban district Trondheim";"16 years";0
"500199 Unknown urban district Trondheim";"17 years";3
"500199 Unknown urban district Trondheim";"18 years";1
"500199 Unknown urban district Trondheim";"19 years";0
"500199 Unknown urban district Trondheim";"20 years";2
"500199 Unknown urban district Trondheim";"21 years";2
"500199 Unknown urban district Trondheim";"22 years";2
"500199 Unknown urban district Trondheim";"23 years";3
"500199 Unknown urban district Trondheim";"24 years";3
"500199 Unknown urban district Trondheim";"25 years";1
"500199 Unknown urban district Trondheim";"26 years";5
"500199 Unknown urban district Trondheim";"27 years";8
"500199 Unknown urban district Trondheim";"28 years";8
"500199 Unknown urban district Trondheim";"29 years";3
"500199 Unknown urban district Trondheim";"30 years";9
"500199 Unknown urban district Trondheim";"31 years";5
"500199 Unknown urban district Trondheim";"32 years";9
"500199 Unknown urban district Trondheim";"33 years";6
"500199 Unknown urban district Trondheim";"34 years";7
"500199 Unknown urban district Trondheim";"35 years";7
"500199 Unknown urban district Trondheim";"36 years";8
"500199 Unknown urban district Trondheim";"37 years";6
"500199 Unknown urban district Trondheim";"38 years";9
"500199 Unknown urban district Trondheim";"39 years";7
"500199 Unknown urban district Trondheim";"40 years";6
"500199 Unknown urban district Trondheim";"41 years";2
"500199 Unknown urban district Trondheim";"42 years";7
"500199 Unknown urban district Trondheim";"43 years";2
"500199 Unknown urban district Trondheim";"44 years";7
"500199 Unknown urban district Trondheim";"45 years";5
"500199 Unknown urban district Trondheim";"46 years";4
"500199 Unknown urban district Trondheim";"47 years";10
"500199 Unknown urban district Trondheim";"48 years";3
"500199 Unknown urban district Trondheim";"49 years";7
"500199 Unknown urban district Trondheim";"50 years";9
"500199 Unknown urban district Trondheim";"51 years";5
"500199 Unknown urban district Trondheim";"52 years";4
"500199 Unknown urban district Trondheim";"53 years";6
"500199 Unknown urban district Trondheim";"54 years";8
"500199 Unknown urban district Trondheim";"55 years";6
"500199 Unknown urban district Trondheim";"56 years";4
"500199 Unknown urban district Trondheim";"57 years";4
"500199 Unknown urban district Trondheim";"58 years";9
"500199 Unknown urban district Trondheim";"59 years";3
"500199 Unknown urban district Trondheim";"60 years";2
"500199 Unknown urban district Trondheim";"61 years";1
"500199 Unknown urban district Trondheim";"62 years";4
"500199 Unknown urban district Trondheim";"63 years";4
"500199 Unknown urban district Trondheim";"64 years";1
"500199 Unknown urban district Trondheim";"65 years";5
"500199 Unknown urban district Trondheim";"66 years";2
"500199 Unknown urban district Trondheim";"67 years";1
"500199 Unknown urban district Trondheim";"68 years";4
"500199 Unknown urban district Trondheim";"69 years";2
"500199 Unknown urban district Trondheim";"70 years";1
"500199 Unknown urban district Trondheim";"71 years";1
"500199 Unknown urban district Trondheim";"72 years";1
"500199 Unknown urban district Trondheim";"73 years";2
"500199 Unknown urban district Trondheim";"74 years";1
"500199 Unknown urban district Trondheim";"75 years";0
"500199 Unknown urban district Trondheim";"76 years";1
"500199 Unknown urban district Trondheim";"77 years";0
"500199 Unknown urban district Trondheim";"78 years";0
"500199 Unknown urban district Trondheim";"79 years";0
"500199 Unknown urban district Trondheim";"80 years";1
"500199 Unknown urban district Trondheim";"81 years";0
"500199 Unknown urban district Trondheim";"82 years";0
"500199 Unknown urban district Trondheim";"83 years";0
"500199 Unknown urban district Trondheim";"84 years";0
"500199 Unknown urban district Trondheim";"85 years";1
"500199 Unknown urban district Trondheim";"86 years";1
"500199 Unknown urban district Trondheim";"87 years";0
"500199 Unknown urban district Trondheim";"88 years";0
